project_id,contractor,electricity_iou,gas_iou,weather_normalized_yearly_kwh_savings,weather_normalized_yearly_therm_savings,predicted_yearly_kwh_savings,predicted_yearly_therm_savings
SEHDPS1526388720,Contractor 50,Utility 3,Utility 9,2935.065517,0.0,1070.0,158.0
VAY04U,Contractor 13,Utility 4,Utility 4,2322.5042989999997,0.0,369.83,358.7339
BGWI2U,Contractor 17,Utility 4,Utility 4,653.1814841,-417.2570673,230.75,2068.288
2PJS28,Contractor 23,Utility 4,Utility 4,-1773.6502100000002,56.94354842,175.59,2440.2110000000002
VFM95K,Contractor 8,Utility 10,Utility 10,10809.142679999999,0.0,246.49,2844.08
5XCFFF,Contractor 17,Utility 4,Utility 4,41.16342041,0.0,35.82,2584.701
YKW2M9,Contractor 22,Utility 10,Utility 10,-148.2076837,0.0,712.99,3354.0440000000003
X79IM3,Contractor 13,Utility 4,Utility 4,-1820.8543710000001,0.0,780.55,601.1137
QRJJCO,Contractor 24,Utility 10,Utility 10,2083.524649,-33.57985071,595.02,5346.717
SEHDPS1526388166,Contractor 76,Utility 3,Utility 9,229.5659895,0.0,1682.0,153.0
SEHDPS1526388611,Contractor 2,Utility 3,Utility 9,1428.124696,0.0,1481.0,157.0
SEHDPS1526388615,Contractor 2,Utility 3,Utility 9,-551.9832302,361.9897651,2268.0,122.0
BXO14Z,Contractor 12,Utility 4,Utility 4,1612.41129,83.50650206,116.26,186.69400000000002
F9GMO7,Contractor 43,Utility 4,Utility 4,0.0,0.0,515.08,836.7526
GN9HMY,Contractor 40,Utility 4,Utility 4,0.0,-37.76495621,289.42,496.7761
SEHDPS1526388618,Contractor 14,Utility 3,Utility 9,0.0,0.0,6628.0,231.0
3UFLTZ,Contractor 34,Utility 4,Utility 4,0.0,-299.9930879,344.97,495.0176
T387RK,Contractor 17,Utility 10,Utility 10,-102.275772,64.86569316,209.59,3951.348
BGR2JI,Contractor 13,Utility 4,Utility 4,0.0,107.35641559999999,596.66,638.9214
6O7ZAM,Contractor 18,Utility 4,Utility 4,-3755.937542,0.0,337.49,-453.3998
08OPSB,Contractor 37,Utility 10,Utility 10,1706.9435190000002,0.0,331.93,-1452.227
ZG34ZT,Contractor 24,Utility 10,Utility 10,2193.799285,0.0,670.22,6411.4890000000005
8UJOPE,Contractor 32,Utility 4,Utility 4,-51.635535,212.46644419999998,287.68,461.0199
SJ8XLA,Contractor 27,Utility 10,Utility 10,-503.97838049999996,1.925437659,163.66,1389.5079999999998
2BHUB4,Contractor 13,Utility 4,Utility 4,-890.9125035000001,-239.3728566,,
C19YQ1,Contractor 24,Utility 10,Utility 10,6715.633185,0.0,856.09,3050.117
WRPCSM,Contractor 3,Utility 4,Utility 4,3.141137736,322.9193044,774.33,874.8535
LNJC5U,Contractor 18,Utility 4,Utility 4,0.0,-269.1991178,300.12,484.1735
XLCN3O,Contractor 9,Utility 4,Utility 4,-994.5923870999999,80.63901716,329.5,4391.559
7TFME4,Contractor 13,Utility 4,Utility 4,-1184.357558,57.08121032,308.44,1004.1030000000001
11AD34,Contractor 67,Utility 4,Utility 4,0.0,-141.34925769999998,340.17,1243.552
3YYIM4,Contractor 24,Utility 15,Utility 15,0.0,122.4003747,163.86,1096.424
MAWGWR,Contractor 18,Utility 4,Utility 4,191.2112399,180.2954842,365.5,482.1219
SEHDPS1526388181,Contractor 47,Utility 3,Utility 9,0.0,0.0,4919.0,197.0
SEHDPS1526388180,Contractor 47,Utility 3,Utility 9,936.7184104,276.4356063,744.0,92.0
SEHDPS1526388183,Contractor 47,Utility 3,Utility 9,0.0,226.2523784,3213.0,0.0
RE0WBO,Contractor 44,Utility 10,Utility 10,5938.809845000001,635.1117132999999,284.57,4052.755
SEHDPS1526388185,Contractor 46,Utility 3,Utility 9,-1258.040368,64.33685763,1918.0,154.0
W23YHP,Contractor 13,Utility 4,Utility 4,2679.836568,75.96019654,187.36,283.4115
SEHDPS1526388187,Contractor 47,Utility 3,Utility 9,-77.91579383,318.5833872,4702.0,135.0
SEHDPS1526388186,Contractor 47,Utility 3,Utility 9,447.699842,174.9570335,,
SEHDPS1526388295,Contractor 2,Utility 3,Utility 9,0.0,79.95165164,912.0,149.0
SEHDPS1526388294,Contractor 85,Utility 3,Utility 9,1651.220508,-126.0484044,396.0,178.0
8R1J72,Contractor 12,Utility 4,Utility 4,-1629.144327,0.0,328.32,284.2907
SEHDPS1526388296,Contractor 2,Utility 3,Utility 9,-1918.2946530000002,0.0,1771.0,66.0
SEHDPS1526388290,Contractor 39,Utility 3,Utility 9,586.152025,0.0,1350.0,60.0
3QD9HA,Contractor 18,Utility 4,Utility 4,0.0,67.65321037,981.8,1307.737
SEHDPS1526388299,Contractor 15,Utility 3,Utility 9,-153.62237439999998,0.0,2111.0,104.0
1RQUKM,Contractor 11,Utility 4,Utility 4,0.0,0.0,509.08,674.9707
SEHDPS1526388505,Contractor 2,Utility 3,Utility 9,236.48755930000004,0.0,4189.0,262.0
SEHDPS1526388500,Contractor 14,Utility 3,Utility 9,-2544.846313,0.0,2012.0,164.0
SEHDPS1526388503,Contractor 2,Utility 3,Utility 9,4302.549776,0.0,1559.0,143.0
87KAQ9,Contractor 33,Utility 4,Utility 4,-807.8742495,0.0,321.06,599.0621
SEHDPS1526388509,Contractor 82,Utility 3,Utility 9,230.7332828,179.0927622,2620.0,237.0
8ND7C2,Contractor 57,Utility 4,Utility 4,261.14320860000004,0.0,95.05,2303.341
8PKH15,Contractor 9,Utility 4,Utility 4,601.9388489,0.0,206.7,106.6823
JKAHC1,Contractor 86,Utility 4,Utility 4,2000.637329,336.23719730000005,343.6,56.565059999999995
9Z46N1,Contractor 44,Utility 4,Utility 4,1044.935305,0.0,1330.69,21514.95
VMYTBG,Contractor 72,Utility 4,Utility 4,0.0,26.51313591,139.25,234.7597
VPNOB2,Contractor 24,Utility 10,Utility 10,971.4962162999999,0.0,440.21,3047.4790000000003
7JAQIV,Contractor 87,Utility 4,Utility 4,2405.3858370000003,0.0,579.44,579.4255
PA3VU6,Contractor 13,Utility 4,Utility 4,2160.651452,0.0,388.78,3626.026
I4RD8G,Contractor 88,Utility 10,Utility 10,1052.514551,65.55902299,239.23,1393.611
SEHDPS1526388479,Contractor 89,Utility 3,Utility 9,1162.254477,0.0,12788.0,486.0
SEHDPS1526388478,Contractor 2,Utility 3,Utility 12,634.1243106000001,21.75637188,1673.0,194.0
IFMCR0,Contractor 12,Utility 4,Utility 4,-345.5332357,106.4541491,298.36,478.898
SEHDPS1526388473,Contractor 2,Utility 3,Utility 9,-5.623865573,-34.81310773,1614.0,169.0
9T2PVB,Contractor 11,Utility 4,Utility 4,3944.333201,464.1633744,550.46,464.83
SEHDPS1526388474,Contractor 90,Utility 3,Utility 9,-607.4039166,-32.74242762,3983.0,179.0
SEHDPS1526388477,Contractor 2,Utility 3,Utility 9,0.0,51.21020135,2276.0,168.0
SEHDPS1526388476,Contractor 2,Utility 3,Utility 9,5885.006924,205.0023297,2194.0,166.0
S51LQ6,Contractor 40,Utility 4,Utility 4,-1637.795025,299.1745301,788.13,1090.27
1NOOB1,Contractor 18,Utility 4,Utility 4,0.0,199.5758926,585.12,553.9273
T0HD9T,Contractor 12,Utility 4,Utility 4,-702.2670467999999,0.0,527.13,6556.272
PWJ0VU,Contractor 20,Utility 4,Utility 4,-59.55817578,0.0,45.57,2904.748
6C015C,Contractor 63,Utility 4,Utility 4,-403.6321412,-68.85180993,358.12,972.7433
9ZCTJ0,Contractor 24,Utility 10,Utility 10,713.5119308,0.0,516.72,4216.8820000000005
2053166806,Contractor 30,Utility 7,Utility 7,-899.2957755000001,-78.23996777,624.0,55.0
EE30VY,Contractor 12,Utility 4,Utility 4,1683.4647559999999,0.0,864.33,1135.404
68IHWH,Contractor 22,Utility 4,Utility 4,264.4759992,0.0,368.3,3138.335
SEHDPS1526388875,Contractor 2,Utility 3,Utility 9,663.0753767000001,0.0,1120.0,204.0
143ZOR,Contractor 27,Utility 15,Utility 10,982.5250549000001,-40.41171478,,
SEHDPS1526388877,Contractor 2,Utility 3,Utility 9,-2781.478935,-22.42489326,3259.0,311.0
SEHDPS1526388876,Contractor 14,Utility 3,Utility 9,2613.773119,270.3145173,776.0,46.0
SEHDPS1526388870,Contractor 2,Utility 3,Utility 9,464.4664116,-26.56741882,3075.0,305.0
SEHDPS1526388873,Contractor 14,Utility 3,Utility 9,1295.5645470000002,98.29764884,2522.0,204.0
SEHDPS1526388872,Contractor 51,Utility 3,Utility 9,0.0,175.92522649999998,4803.0,329.0
SEHDPS1526388983,Contractor 2,Utility 3,Utility 9,0.0,0.0,785.0,234.0
SEHDPS1526388989,Contractor 14,Utility 3,Utility 9,-376.36834310000006,196.6218347,1345.0,85.0
25BM0V,Contractor 13,Utility 4,Utility 4,2840.336564,-12.51529938,469.9,391.8523
B7Y63J,Contractor 8,Utility 10,Utility 10,270.52061580000003,0.0,298.82,6765.533
A5PGDU,Contractor 91,Utility 4,Utility 4,0.0,33.63168831,,
NPO4NP,Contractor 45,Utility 4,Utility 4,-409.6325437,0.0,338.39,-1419.695
HTRETY,Contractor 25,Utility 10,Utility 10,-149.07793519999998,0.0,289.98,2298.0660000000003
SGHDPS1525846761,Contractor 10,Utility 5,Utility 9,1039.676821,0.0,593.0,243.0
2Z4QVZ,Contractor 18,Utility 4,Utility 4,-364.0255044,0.0,365.25,-3874.2670000000003
TJ9OH4,Contractor 41,Utility 4,Utility 4,3.5040839339999996,0.0,,17533.12
T6N7XW,Contractor 5,Utility 4,Utility 4,-1626.72314,0.0,,8055.1
DIT6E7,Contractor 19,Utility 4,Utility 4,109.60932959999998,0.0,518.07,664.4197
QBXHQ1,Contractor 64,Utility 4,Utility 4,-408.5183277,142.2117935,288.43,1402.4029999999998
15BGQ1,Contractor 44,Utility 10,Utility 10,0.0,-39.26120902,,
C9HHHP,Contractor 9,Utility 4,Utility 4,413.95905639999995,194.1020862,357.22,344.0797
T18GVA,Contractor 24,Utility 10,Utility 10,418.30793769999997,116.0445164,740.69,5920.5740000000005
5KOEHC,Contractor 92,Utility 15,Utility 15,0.0,41.56344782,244.0,1535.756
EXCTOC,Contractor 45,Utility 4,Utility 4,0.0,146.4659036,221.77,1199.004
0XFH6R,Contractor 12,Utility 4,Utility 4,0.0,49.67382756,300.64,5097.597
CTY5ZE,Contractor 65,Utility 10,Utility 10,11149.44777,0.0,83.93,4055.1
SEHDPS1526388237,Contractor 16,Utility 3,Utility 9,0.0,0.0,3918.0,74.0
VILO8D,Contractor 13,Utility 15,Utility 4,81.18534777,83.31433126,331.66,411.4889
BU1J8H,Contractor 19,Utility 4,Utility 4,478.5757538,48.327240100000004,1746.89,3524.3259999999996
4SD1W5,Contractor 9,Utility 4,Utility 4,0.0,185.2082498,82.95,47.47948
UWLWWO,Contractor 45,Utility 4,Utility 4,-32.37054918,239.0271952,274.52,317.1161
644EBN,Contractor 12,Utility 4,Utility 4,0.0,190.6924896,388.43,437.8664
AGYO9S,Contractor 12,Utility 15,Utility 15,0.0,-35.19022482,277.48,434.3494
4447390154,Contractor 93,Utility 7,Utility 7,105.873545,70.39060631,555.0,49.0
AS37T9,Contractor 13,Utility 4,Utility 4,5753.167805,441.60994860000005,521.05,-750.5862
0GR9Z1,Contractor 27,Utility 15,Utility 15,0.0,328.7872421,,
FEAT8W,Contractor 9,Utility 4,Utility 4,-255.72275409999997,0.0,481.74,357.5616
SGHDPS1526367054,Contractor 10,Utility 11,Utility 9,1030.4582289999998,176.02493059999998,2541.0,250.0
DOX7EW,Contractor 94,Utility 4,Utility 4,1269.233848,457.77513110000007,1076.65,2461.606
J7O42U,Contractor 17,Utility 4,Utility 4,0.0,46.44278531,157.09,2554.8070000000002
3LWFNK,Contractor 9,Utility 4,Utility 4,-1246.357544,-144.5592596,264.29,165.0059
7AN4CJ,Contractor 18,Utility 4,Utility 4,4130.753664,-77.89990593,186.79,478.3118
74WY2Y,Contractor 8,Utility 10,Utility 10,0.0,0.0,449.71,3285.17
AOUKTH,Contractor 44,Utility 4,Utility 4,0.0,0.0,165.97,2792.204
8942098159,Contractor 30,Utility 7,Utility 7,1655.019429,54.72064284,509.0,147.0
7PEOVY,Contractor 49,Utility 10,Utility 10,0.0,-3.987153459,519.37,7088.5109999999995
X6JD69,Contractor 24,Utility 10,Utility 10,0.0,112.0021243,592.37,5030.188
HU6W0I,Contractor 41,Utility 4,Utility 4,0.0,155.42856519999998,118.37,1705.158
V0UZXA,Contractor 3,Utility 4,Utility 4,58.92486186,111.5819717,959.99,-1827.96
C2D8LA,Contractor 22,Utility 4,Utility 4,1133.499535,63.77175355,252.8,2944.9
QV68P0,Contractor 32,Utility 4,Utility 4,1040.6874189999999,170.5776973,231.57,588.2181
41XGG3,Contractor 9,Utility 4,Utility 4,2532.216838,169.070126,141.33,93.78664
SEHDPS1526383823,Contractor 6,Utility 3,Utility 9,0.0,100.7748727,998.0,117.0
3TE2XX,Contractor 69,Utility 4,Utility 4,286.76045849999997,-9.545736547,,
SEHDPS1526383827,Contractor 14,Utility 3,Utility 9,0.0,0.0,839.0,272.0
ZC0WVS,Contractor 29,Utility 4,Utility 4,0.0,0.0,283.15,1302.462
SEHDPS1526383824,Contractor 7,Utility 3,Utility 9,0.0,198.7106915,1742.0,216.0
SEHDPS1526383829,Contractor 2,Utility 3,Utility 9,0.0,0.0,2771.0,329.0
W788A8,Contractor 17,Utility 4,Utility 4,0.0,0.0,314.47,2807.4440000000004
JJUKU7,Contractor 95,Utility 15,Utility 15,115.91104890000001,94.87603254,411.26,3090.27
5336828351,Contractor 30,Utility 7,Utility 7,920.8409163999999,291.7413723,327.0,38.0
FZHGZ9,Contractor 57,Utility 10,Utility 10,4.242596328,75.49372074,190.41,2633.9390000000003
09XBZT,Contractor 12,Utility 4,Utility 4,5835.57422,0.0,278.96,433.4701
SEHDPS1526388240,Contractor 14,Utility 3,Utility 9,-1820.214702,-31.47047437,1038.0,87.0
SGHDPS1526258344,Contractor 10,Utility 4,Utility 9,690.9008765,0.0,1218.0,385.0
DISNDT,Contractor 45,Utility 4,Utility 4,1086.9750199999999,95.18787626,268.32,-332.3564
HEIPE5,Contractor 24,Utility 10,Utility 10,817.3799506,0.0,507.31,4880.129
SGHDPS1526258341,Contractor 10,Utility 5,Utility 9,3048.349339,0.0,458.0,289.0
G0ZDNT,Contractor 17,Utility 4,Utility 4,-2869.4492600000003,39.21504939,217.27,4152.11
9K2GDP,Contractor 96,Utility 4,Utility 4,0.0,299.9252736,181.32,178.1946
S0FAAZ,Contractor 57,Utility 10,Utility 10,0.0,0.0,368.96,4461.899
75VSY2,Contractor 9,Utility 4,Utility 4,0.0,93.13021417,199.81,192.2626
QGNX1W,Contractor 20,Utility 15,Utility 15,1395.667761,198.718474,181.96,4731.2429999999995
3MDBBP,Contractor 12,Utility 4,Utility 4,77.56261702,0.0,387.5,75.61548
A4OPYZ,Contractor 94,Utility 4,Utility 4,0.0,101.848872,164.69,302.755
FAISDG,Contractor 12,Utility 4,Utility 4,-394.4523012,11.12737075,404.17,805.9789
LI828V,Contractor 8,Utility 10,Utility 10,0.0,-11.69199688,428.69,4303.048
ORU11L,Contractor 8,Utility 10,Utility 10,0.0,284.0533284,533.8,5972.156999999999
XMFYE7,Contractor 97,Utility 4,Utility 4,-685.9117165,113.61835320000002,468.48,6131.3009999999995
RL9ICH,Contractor 40,Utility 4,Utility 4,85.90714304,34.06019893,848.05,763.1887
PP4V0F,Contractor 17,Utility 4,Utility 4,0.0,153.0684274,305.09,3938.7459999999996
VV9XFO,Contractor 9,Utility 4,Utility 4,-4596.653869,128.7476577,369.34,1170.868
SEHDPS1526388784,Contractor 89,Utility 3,Utility 9,0.0,216.2249756,4962.0,255.0
ZKE97F,Contractor 9,Utility 4,Utility 4,1822.39502,154.9703024,324.81,3162.6609999999996
2G6C47,Contractor 45,Utility 4,Utility 4,-74.15494100000001,58.99169712,156.3,299.238
XZP0XP,Contractor 22,Utility 4,Utility 4,0.0,57.54894163,611.74,1962.7779999999998
5U5P80,Contractor 17,Utility 4,Utility 4,0.0,145.28348269999998,62.19,12470.11
OVYM2X,Contractor 11,Utility 4,Utility 4,0.0,52.40721019,633.83,695.1934
Q6I15H,Contractor 22,Utility 4,Utility 4,-555.8976932999999,82.92549292,343.19,6726.846
YVT625,Contractor 13,Utility 4,Utility 4,787.206901,259.6588611,184.57,264.9472
K5R3SL,Contractor 41,Utility 4,Utility 4,-618.1935218,-50.27701368,339.32,211.0199
SEHDPS1526388250,Contractor 47,Utility 3,Utility 9,593.7064297000001,504.78474819999997,1346.0,1.14
W6WPU0,Contractor 80,Utility 4,Utility 4,-1212.700141,0.0,217.38,1366.94
5BT9F5,Contractor 18,Utility 4,Utility 4,3285.5352620000003,336.0000008,246.08,367.8195
SEHDPS1526388833,Contractor 2,Utility 3,Utility 9,823.1189402000001,291.09412389999994,669.0,157.0
SEHDPS1526388252,Contractor 47,Utility 3,Utility 9,0.0,428.1875164,1470.0,39.0
R6FZWS,Contractor 12,Utility 4,Utility 4,0.0,-154.0591986,,
SEHDPS1526388549,Contractor 2,Utility 3,Utility 9,-382.84588030000003,211.45627180000002,233.0,214.0
W1Y3FW,Contractor 24,Utility 10,Utility 10,1468.555279,133.1346164,225.82,3978.605
KIQOSI,Contractor 8,Utility 10,Utility 10,-1190.92828,7.269902165,318.15,2255.862
SEHDPS1526388620,Contractor 2,Utility 3,Utility 9,6461.0537939999995,220.6676991,3716.0,239.0
JYWDAC,Contractor 24,Utility 10,Utility 10,292.5143021,0.0,283.5,1715.4160000000002
67341S,Contractor 5,Utility 4,Utility 4,1486.72339,189.22506330000002,,8412.661
XTJLSU,Contractor 5,Utility 4,Utility 4,1548.37051,176.2168217,,10925.56
7905S7,Contractor 17,Utility 4,Utility 4,-167.84441619999998,0.0,81.08,4752.345
SEHDPS1526388624,Contractor 6,Utility 3,Utility 9,131.206455,0.0,1114.0,198.0
1N2GCX,Contractor 11,Utility 4,Utility 4,-150.2070879,52.61519954,210.45,16.998829999999998
81EHOM,Contractor 24,Utility 10,Utility 10,-1364.1519349999999,0.0,567.86,5245.604
RNDQCF,Contractor 3,Utility 4,Utility 4,0.0,-99.76333134,333.65,3091.735
IDY6FF,Contractor 44,Utility 10,Utility 10,0.0,89.50344819,362.71,4851.7
MHKY84,Contractor 18,Utility 4,Utility 4,2191.606027,0.0,530.7,596.7175
SEHDPS1526388666,Contractor 82,Utility 3,Utility 9,0.0,-7.906922529,4693.0,283.0
SEHDPS1526388660,Contractor 47,Utility 3,Utility 9,-4739.7492219999995,-55.10571112,2316.0,106.0
SEHDPS1526388661,Contractor 2,Utility 3,Utility 9,-2760.696402,0.0,993.0,33.0
Q9CJNK,Contractor 27,Utility 10,Utility 10,283.8812059,-58.70210899,697.21,5635.991
7AVB4Q,Contractor 9,Utility 4,Utility 4,1482.1974890000001,0.0,58.36,3461.8990000000003
SOI7OL,Contractor 8,Utility 10,Utility 10,9574.016912000001,398.5283756,254.88,3634.232
BTNC1D,Contractor 29,Utility 4,Utility 4,0.0,197.10997869999997,391.27,487.1043
HXODJO,Contractor 13,Utility 4,Utility 4,8611.271256999999,14.40270266,1106.86,1203.986
SGHDPS1525993634,Contractor 10,Utility 5,Utility 9,0.0,27.46514215,666.0,135.0
CDAPAW,Contractor 34,Utility 4,Utility 4,2759.08046,231.04013080000001,443.19,646.2485
MX0S76,Contractor 57,Utility 10,Utility 10,919.2790403999999,0.0,277.67,2549.531
LZC87E,Contractor 8,Utility 10,Utility 10,-2825.277987,0.0,210.76,3172.333
XGKZ3J,Contractor 12,Utility 4,Utility 4,-2604.455428,0.0,715.33,1153.2830000000001
UVD6WP,Contractor 5,Utility 10,Utility 10,0.0,12.09132168,78.92,3061.2540000000004
SGHDPS1526278732,Contractor 10,Utility 4,Utility 9,430.4383317,-19.40905827,1405.0,529.0
KYWSZA,Contractor 13,Utility 4,Utility 4,0.0,181.7563396,204.55,2886.87
MPNL2A,Contractor 65,Utility 4,Utility 4,331.6576286,156.3056513,,10701.64
UP3Z7D,Contractor 9,Utility 4,Utility 4,-752.2608849999999,251.918391,127.64,3560.0820000000003
8J97V0,Contractor 9,Utility 4,Utility 4,0.0,12.93594718,472.08,334.70099999999996
XR9QBS,Contractor 35,Utility 10,Utility 10,-303.7764912,33.940191399999996,274.03,1659.4370000000001
T23WOG,Contractor 20,Utility 15,Utility 15,0.0,113.26921019999999,283.11,5999.121
1WMJMU,Contractor 13,Utility 4,Utility 4,0.0,100.8317345,1005.9,1196.366
TNQGO5,Contractor 65,Utility 10,Utility 10,106.0092636,134.84823559999998,859.83,7451.641
SEHDPS1526388269,Contractor 2,Utility 3,Utility 9,0.0,35.36866456,1910.0,130.0
LMWCAX,Contractor 20,Utility 15,Utility 15,0.0,292.48228650000004,94.83,1761.723
P4C13W,Contractor 18,Utility 4,Utility 4,-1720.20282,1.828663116,218.63,246.1899
6551792357,Contractor 55,Utility 7,Utility 7,1933.574077,0.0,847.0,38.0
SEHDPS1526388260,Contractor 14,Utility 3,Utility 9,2950.3068510000003,-16.44285611,5979.0,301.0
SEHDPS1526388262,Contractor 2,Utility 3,Utility 9,317.68038889999997,147.8858604,1251.0,39.0
SEHDPS1526388264,Contractor 14,Utility 3,Utility 9,0.0,62.87741324,1743.0,167.0
SEHDPS1526388265,Contractor 16,Utility 3,Utility 9,0.0,-79.4325515,3430.0,234.0
P3J60O,Contractor 44,Utility 4,Utility 4,660.9449842,16.15726048,315.45,9501.466
SEHDPS1526388267,Contractor 2,Utility 3,Utility 9,0.0,-55.17024831,2510.0,209.0
8GHAPY,Contractor 98,Utility 4,Utility 4,1019.361126,0.0,,
3FPZJE,Contractor 64,Utility 4,Utility 4,0.0,75.55162472,64.17,3567.409
WXOM5Q,Contractor 8,Utility 10,Utility 10,-3497.6864840000003,-610.1250837,313.78,6794.255
99XP0A,Contractor 18,Utility 4,Utility 4,0.0,0.0,219.18,313.8922
VDW9IA,Contractor 17,Utility 4,Utility 4,2215.871185,0.0,321.03,6480.363
RDSVWY,Contractor 17,Utility 15,Utility 15,-396.1372773,0.0,474.44,9620.164
97HXQT,Contractor 18,Utility 4,Utility 4,1695.3836420000002,0.0,471.6,658.558
1WZI0X,Contractor 37,Utility 10,Utility 10,-2003.412164,0.0,469.73,2424.677
OVCUHP,Contractor 32,Utility 4,Utility 4,1536.931429,241.5687911,783.72,904.7479
6V1R0H,Contractor 11,Utility 4,Utility 4,1827.867075,0.0,345.96,126.905
SEHDPS1526388408,Contractor 2,Utility 3,Utility 9,9379.452901999999,31.72157257,3328.0,352.0
SEHDPS1526388404,Contractor 14,Utility 3,Utility 9,587.5389989,120.06996070000001,3466.0,228.0
G577GY,Contractor 65,Utility 10,Utility 10,0.0,-9.746765953999999,98.57,1902.6960000000001
SEHDPS1526388401,Contractor 2,Utility 3,Utility 9,0.0,30.67887183,2790.0,296.0
UK7WPC,Contractor 12,Utility 4,Utility 4,136.7525881,-28.04201729,239.61,373.38800000000003
Z2K7JB,Contractor 88,Utility 4,Utility 4,0.0,229.92423530000002,147.26,1213.951
OKC5OH,Contractor 44,Utility 4,Utility 4,-1969.859307,136.5459866,118.04,2376.319
HSZCNM,Contractor 44,Utility 4,Utility 4,0.0,0.0,,5611.665
LSNHBI,Contractor 17,Utility 4,Utility 4,1164.621342,286.35845950000004,107.15,3987.69
37PC02,Contractor 17,Utility 15,Utility 15,0.0,0.0,125.58,4468.347
55E0IP,Contractor 11,Utility 4,Utility 4,2221.097669,0.0,201.46,194.9003
6R03S3,Contractor 99,Utility 4,Utility 4,1732.077021,0.0,305.98,3335.58
SGHDPS1525861742,Contractor 10,Utility 5,Utility 9,0.0,31.76364535,726.0,40.0
AF8JKD,Contractor 57,Utility 10,Utility 10,965.5206693,0.0,351.4,6472.45
1C6FCC,Contractor 12,Utility 4,Utility 4,4324.802137,318.3926002,183.94,289.8593
AE5UEJ,Contractor 92,Utility 4,Utility 4,3016.7403670000003,199.2248304,293.18,1545.135
3OPGKZ,Contractor 12,Utility 4,Utility 4,452.4107523,41.83514068,271.52,393.0246
EUCAGL,Contractor 9,Utility 4,Utility 4,0.0,0.0,236.24,227.4326
3NE5XK,Contractor 13,Utility 4,Utility 4,382.1579086,283.2072117,507.9,-262.0164
SEHDPS1526388882,Contractor 14,Utility 3,Utility 9,0.0,19.30226504,4184.0,109.0
SGHDPS1526232212,Contractor 10,Utility 4,Utility 9,18.16238218,239.85971040000004,2746.0,161.0
SEHDPS1526388310,Contractor 82,Utility 3,Utility 9,33.88626109,-72.31770578,682.0,388.0
SEHDPS1526388311,Contractor 6,Utility 3,Utility 9,0.0,0.0,5247.0,493.0
SEHDPS1526388314,Contractor 82,Utility 3,Utility 9,0.0,254.16283430000004,743.0,111.0
SEHDPS1526388315,Contractor 82,Utility 3,Utility 9,2887.086088,-374.4574128,74.0,486.0
0RPOT9,Contractor 8,Utility 10,Utility 10,926.4551042000002,-163.06492409999998,290.85,4365.182
SEHDPS1526435497,Contractor 100,Utility 3,Utility 9,82.70308484,152.30521869999998,5895.0,445.0
SEHDPS1526388318,Contractor 21,Utility 3,Utility 9,4990.660793999999,331.0457869,3319.0,117.0
2DFJ4B,Contractor 17,Utility 4,Utility 4,441.62678619999997,-38.66489277,234.5,3057.151
D3QWZA,Contractor 8,Utility 10,Utility 10,88.94443668,0.0,264.16,1453.1070000000002
7SM5PS,Contractor 24,Utility 10,Utility 10,0.0,177.5557345,386.6,4232.708
KKHX68,Contractor 13,Utility 4,Utility 4,315.2886017,0.0,210.79,-542.4971
SEHDPS1526388535,Contractor 39,Utility 3,Utility 9,1873.31976,0.0,2355.0,194.0
9X3O0U,Contractor 17,Utility 4,Utility 4,-26.92122644,0.0,150.46,2111.3720000000003
78V2J6,Contractor 101,Utility 10,Utility 10,631.1651504,0.0,92.1,3938.159
YC8YD4,Contractor 24,Utility 10,Utility 10,0.0,0.0,277.5,3850.821
0RA56E,Contractor 25,Utility 15,Utility 4,296.8414556,0.0,662.34,815.3575
QKPZF0,Contractor 17,Utility 4,Utility 4,2311.0163,0.0,134.18,2673.798
W2VD18,Contractor 12,Utility 4,Utility 4,889.2589909,156.69174909999998,,5645.956
SEHDPS1526388531,Contractor 21,Utility 3,Utility 9,0.0,0.0,2356.0,126.0
SEHDPS1526388827,Contractor 2,Utility 3,Utility 9,0.0,191.7715706,514.0,253.0
SGHDPS1525820728,Contractor 10,Utility 5,Utility 9,-3330.208627,73.67604614,333.0,199.0
UO9XEX,Contractor 40,Utility 4,Utility 4,557.1062812999999,0.0,,
CEVFMQ,Contractor 38,Utility 4,Utility 4,-6872.630775,-0.787735167,226.33,635.1114
AT4XWB,Contractor 11,Utility 4,Utility 4,0.0,239.77749369999998,375.93,584.1149
WG0QWF,Contractor 9,Utility 4,Utility 4,0.0,-20.671725600000002,,9012.31
KTOYRR,Contractor 41,Utility 4,Utility 4,8197.565898,23.0300944,165.86,2002.0520000000001
0C21ZH,Contractor 12,Utility 4,Utility 4,113.95657079999998,130.3525581,122.0,174.6776
SEHDPS1526388436,Contractor 82,Utility 3,Utility 9,-711.3984356000001,0.0,408.0,124.0
1HFZE8,Contractor 22,Utility 4,Utility 4,-1461.575186,0.0,606.09,3945.487
MQN2I0,Contractor 17,Utility 4,Utility 4,488.95941560000006,0.0,547.42,1267.585
8XQYW4,Contractor 22,Utility 4,Utility 4,0.0,23.19986035,,16925.85
POV35T,Contractor 24,Utility 10,Utility 10,89.67345993,92.64640031,608.44,7589.977
NSEF4K,Contractor 24,Utility 10,Utility 10,271.06599960000005,214.52474480000004,211.59,1751.465
DCJRJD,Contractor 40,Utility 4,Utility 4,2023.020745,66.86013318,400.23,506.7409
LE5VWG,Contractor 40,Utility 4,Utility 4,0.0,0.0,257.57,557.1512
